Detector;Keypoint1;Keypoint2;1K Detect Time;Descriptor;Descriptor1;Descriptor2;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3DPoints
gftt;17136.8;17197.1;0.0011561279556611122;sift;17136.8;17197.1;0.0020307673347231127;L2;BF;4776.5;7116.7;0.6932352772000001;0.08861410255879232;0.16620702010254854;0.3018310637719058;0.663229636250659;0.3075769706076204;0.41149737692769167;nan;
gftt;nan;nan;nan;akaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
gftt;17136.8;17197.1;0.0011561279556611122;orb;14872.5;14952.2;0.0014053314093733335;L2;BF;99.7;4716.0;0.5231515935;0.10016109023764815;4.724575979203782;0.00611920016377811;0.022461040230117857;0.006258629385407754;0.009580908809499175;nan;
gftt;17136.8;17197.1;0.0011561279556611122;brisk;16205.4;16298.6;0.008359956295609988;L2;BF;118.1;5415.6;1.227546562;0.20292336362459454;9.4122053202656;0.007298286253501092;0.022568007848203293;0.007465284082160753;0.010996128392766705;nan;
gftt;nan;nan;nan;kaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
gftt;17136.8;17197.1;0.0011561279556611122;daisy;17136.8;17197.1;0.011809447620207855;L2;BF;5238.1;6142.1;1.2953534273000002;0.19824313377317065;0.24514827121318822;0.33522660484559097;0.8532027931947017;0.34171358622904957;0.47385987592910983;nan;
gftt;17136.8;17197.1;0.0011561279556611122;freak;15575.6;15666.4;0.005203313674217703;L2;BF;99.8;4613.3;1.0909160600999999;0.20972205775308614;9.888684792869206;0.006224731916194148;0.022497377021646184;0.0063586065324643904;0.009728656337768997;nan;
gftt;17136.8;17197.1;0.0011561279556611122;brief;15096.9;15173.7;0.00209516393903406;L2;BF;116.0;5592.2;0.33575922110000006;0.05487587345397706;2.645881521072632;0.006958195396312277;0.021487281462458204;0.007137601818962691;0.010496142693711682;nan;
gftt;17136.8;17197.1;0.0010971255648965306;lucid;17136.8;17197.1;0.0035039406645839544;L2;BF;349.6;5865.2;2.8465511736;0.42588826917328076;14.318001965693455;0.026885751554968973;0.07141142484223995;0.027170849701898786;0.038989504015569464;nan;
gftt;17136.8;17197.1;0.0011561279556611122;latch;15318.7;15399.0;0.0008834663726869438;L2;BF;142.0;6711.2;0.1349122951;0.019379515044626726;0.9119500589819349;0.008571433131779774;0.021924392975244976;0.008803678079266939;0.012310055053503301;nan;
gftt;17136.8;17197.1;0.0011561279556611122;vgg;17136.8;17197.1;0.05395977651451976;L2;BF;4249.1;7251.6;1.4131961365999999;0.18758863677005522;0.3644414954927497;0.27785018418134383;0.6126649271855514;0.28333361258753476;0.38031391774608;nan;
